Timestamp,CPU_Usage(%),Memory_Usage(MB)
1740998523.8760695,2.5037527318139245,106.98828125
1740998524.8779917,2.390817217716781,107.44140625
1740998525.880274,3.0392014971927632,107.93359375
1740998526.8824172,2.297346237901967,108.16796875
1740998527.884239,2.324794007490637,108.16015625
1740998528.886437,3.226067415730337,108.42578125
1740998529.8888705,2.230109272556978,108.375
1740998530.8910036,2.446348612410352,108.15234375
1740998531.8936949,3.029020586400499,108.6328125
1740998532.8963585,2.280212036170876,108.38671875
1740998533.898329,2.5397379912663753,107.8671875
1740998534.9001448,8.06021183800623,109.3828125
1740998535.901865,8.785854420493596,109.609375
1740998536.9041271,3.0768539325842696,109.85546875
1740998537.9055803,78.46719003115264,227.74609375
1740998538.9074085,104.51723964868256,295.71484375
1740998539.9102829,97.03426962777604,348.99609375
1740998540.9124901,101.13008739076155,405.39453125
1740998541.9142103,101.91543716703228,455.7890625
1740998542.9163978,94.7401873828857,499.83203125
1740998543.9176946,118.42897324206596,605.328125
1740998544.919191,98.01316582914573,662.15625
1740998545.9207227,99.35123630672926,716.05078125
1740998546.922789,101.05579905808477,764.39453125
1740998547.924393,98.83845719661336,806.44921875
1740998548.9262643,99.9326289465458,872.5
1740998549.928201,101.97964912280702,950.95703125
1740998550.9304209,94.67265153870065,987.375
1740998551.931904,102.39630461922597,1059.58984375
1740998552.9337165,100.06759787034136,1106.16796875
1740998553.9350162,87.38435327278422,1122.46484375
1740998554.936884,106.47957539806431,1215.08203125
1740998555.9416537,98.61427073697195,1253.00390625
1740998556.9433296,105.20385723231058,1291.7421875
1740998557.9450629,105.77324968632371,1366.21484375
1740998558.9471357,87.90293933708568,1388.765625
1740998559.948538,107.2379931442817,1444.48828125
1740998560.9502077,87.65014137606032,1460.35546875
1740998561.9520986,106.77379869118104,1553.31640625
1740998562.9538386,97.1077923702314,1647.93359375
1740998563.9561183,89.62964441671866,1637.41796875
1740998564.9579005,113.37202875898717,1720.82421875
1740998565.9592748,86.20778089013383,1717.83203125
1740998566.9608693,107.88522613065325,1792.37109375
1740998567.9625757,90.30427991252733,1792.71484375
1740998568.9641442,88.09355847404628,1841.8359375
1740998569.9660838,121.26614370881708,1884.0390625
1740998570.968249,88.11454317897372,1916.203125
1740998571.9701388,90.28009999999999,2039.5859375
1740998572.9716117,111.16507462686567,2072.93359375
1740998573.974211,91.76629269821373,2096.36328125
1740998574.9753752,91.67492302858939,2178.45703125
1740998575.9774246,122.24551378446115,2243.46484375
1740998576.979705,91.20019975031211,2279.01171875
1740998577.9818902,88.6727668845316,2293.328125
1740998578.9843771,114.13601489757914,2406.953125
1740998579.985952,89.59002493765587,2386.984375
1740998580.9875715,89.61715176067311,2408.8046875
1740998581.9889786,90.55465015479876,2491.48828125
1740998582.9916518,129.81066583307285,2579.69921875
1740998583.9936855,88.2897053291536,2610.41015625
1740998584.9964402,87.54638456751711,2634.79296875
1740998585.9981275,92.04412757973734,2757.265625
1740998586.9994733,118.8810431542999,2785.96875
1740998588.0010796,87.89319974953037,2793.4765625
1740998589.0023997,139.923025945608,2852.16796875
1740998590.0042644,111.03379224030037,2874.2890625
1740998591.0055392,118.22057285180574,2984.83203125
1740998592.0071692,87.36731829573935,3007.1875
1740998593.0092402,88.67915106117353,3024.95703125
1740998594.0105472,87.95415758330738,3050.37109375
1740998595.012841,136.9406121174266,3266.71875
1740998596.014194,147.55967601246104,3187.6328125
1740998597.0158617,86.16657534246576,3219.19921875
1740998598.0176833,90.40994406463642,3230.13671875
1740998599.019037,91.10906940553998,3255.4765625
1740998600.0207715,128.51145898559798,3412.2109375
1740998601.0226283,92.43612742036227,3440.66015625
1740998602.0258245,152.00847616079776,3503.15234375
1740998603.0279307,90.2794260761073,3466.32421875
1740998604.0302162,91.32279301745636,3496.9140625
1740998605.0324516,92.58870190803879,3664.609375
1740998606.0336347,126.04694132334582,3719.6953125
1740998607.0355914,88.96009984399376,3743.51171875
1740998608.0378518,113.9467911609088,3772.56640625
1740998609.039715,131.3117698561601,3762.21484375
1740998610.0408094,89.02411985018726,3762.1171875
1740998611.042506,93.16489821484497,3939.5546875
1740998612.0440216,125.86338308457712,3983.4765625
1740998613.0474904,87.0438878504673,4007.83203125
1740998614.0488055,85.12389513108614,4029.34375
1740998615.051644,153.1379443923774,4087.3671875
1740998616.0539787,90.41477230193388,4031.30078125
1740998617.0557013,89.57966186599874,4112.234375
1740998618.0570116,135.58948685857322,4236.93359375
1740998619.0584204,91.75667811426787,4259.203125
1740998620.0595193,85.68184423676013,4250.19921875
1740998621.0618114,111.8368490153173,4290.14453125
1740998622.0642307,134.06701217608492,4281.0703125
1740998623.0667589,88.03460534493475,4306.671875
1740998624.0679138,92.44307692307693,4505.6796875
1740998625.070345,137.16785046728972,4571.37890625
1740998626.072362,90.22668335419274,4583.33203125
1740998627.0737956,88.08670838548184,4610.3203125
1740998628.0758412,156.59513597999376,4575.59765625
1740998629.0771546,87.75131086142322,4603.58984375
1740998630.0787106,88.90683322923174,4596.2578125
1740998631.081001,92.15740729199128,4734.51953125
1740998632.083062,140.29342508601815,4885.69921875
1740998633.0845847,87.74697906904092,4908.21875
1740998634.086183,128.0347348721148,4953.12890625
1740998635.0874186,114.95108886107634,4930.96484375
1740998636.0886889,88.06398000624804,4953.19140625
1740998637.0898056,89.0894382022472,4981.9140625
1740998638.0916395,88.82978484565014,4991.83984375
1740998639.093803,91.5594137823511,5158.64453125
1740998640.09551,146.68365222810843,5250.296875
1740998641.0976112,161.5042606516291,5252.19921875
1740998642.1001875,89.91392846034213,5280.3359375
1740998643.1016366,90.01609008445418,5310.2109375
1740998644.1038969,89.28682773768433,5340.078125
1740998645.106012,88.23210773567179,5362.41015625
1740998646.108593,90.20032561051973,5370.8828125
1740998647.1104302,147.58966054188727,5454.1796875
1740998648.1133828,153.30379256482348,5671.1640625
1740998649.115441,103.59984952978056,5701.25390625
1740998650.1169813,90.5272204871955,5700.1484375
1740998651.1187983,88.7361,5725.65625
1740998652.1206052,91.0394,5749.35546875
1740998653.1228554,107.05347473487213,5780.24609375
1740998654.1250877,140.40194878201123,5767.09765625
1740998655.1265874,90.04821917808219,5790.52734375
1740998656.12866,90.02067638845796,5800.53515625
1740998657.1303134,95.83782447466007,6066.421875
1740998658.13217,151.74902545003104,6076.75390625
1740998659.1338155,88.01474929928371,6103.83984375
1740998660.1353729,158.25752190237796,6053.828125
1740998661.1376545,90.540533082471,6080.51953125
1740998662.139108,87.41714285714286,6109.6328125
1740998663.1416395,86.96464740602671,6138.58984375
1740998664.143714,90.71441396508729,6168.11328125
1740998665.1459403,86.6407960199005,6191.1796875
1740998666.1483026,128.76864020006252,6243.48046875
1740998667.1492484,121.45492798998121,6462.26953125
1740998668.1519067,153.00756349952965,6530.859375
1740998669.1533563,91.39570579029734,6561.42578125
1740998670.1544223,87.02212234706617,6563.171875
1740998671.1560714,88.28015056461732,6589.8203125
1740998672.157621,87.59000313185092,6617.59375
1740998673.1594603,160.08382141742118,6612.73828125
1740998674.1622412,86.74931832395248,6638.69921875
1740998675.1642034,88.2454562441607,6661.34765625
1740998676.1662767,89.46159999999999,6678.65234375
1740998677.1677868,87.8951724137931,6771.078125
1740998678.1695635,104.37268596327421,7058.546875
1740998679.1723714,202.72955373978633,7111.3359375
1740998680.1746888,110.4093,7057.48828125
1740998681.177239,86.05252575710271,7078.41015625
1740998682.179081,90.22970321774444,7106.3671875
1740998683.180981,86.16746268656716,7129.171875
